player,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,goals_per_shot_on_target
Jan Vertonghen,DF,Belgium,35,1987,3.0,0,2,0,0.0,0.67,0.0,0.0,10.4,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,
Jason Cummings,FW,Australia,27,1995,0.4,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Jawad El Yamiq,DF,Morocco,30,1992,3.4,0,2,1,50.0,0.58,0.29,0.0,12.4,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,0.0
Jean-Charles Castelletto,DF,Cameroon,27,1995,2.0,1,1,1,100.0,0.5,0.5,1.0,1.1,0.0,0,0,0.9,0.9,0.95,0.1,0.1,1.0
Jeong Woo-yeong,MF,Korea Republic,23,1999,0.5,0,1,0,0.0,2.0,0.0,0.0,24.4,0.0,0,0,0.0,0.0,0.03,0.0,0.0,
Jeremy Doku,MF,Belgium,20,2002,0.2,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Jeremy Sarmiento,MF,Ecuador,20,2002,0.9,0,1,1,100.0,1.06,1.06,0.0,14.5,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,0.0
Jerome Ngom Mbekeli,MF,Cameroon,24,1998,0.1,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Jesper Lindstrøm,MF,Denmark,22,2000,2.2,0,3,1,33.3,1.35,0.45,0.0,16.2,0.0,0,0,0.3,0.3,0.1,-0.3,-0.3,0.0
Jesús Ferreira,FW,United States,21,2000,0.5,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Jesús Gallardo,DF,Mexico,28,1994,3.0,0,1,0,0.0,0.33,0.0,0.0,15.1,0.0,0,0,0.1,0.1,0.12,-0.1,-0.1,
Jewison Bennette,MF,Costa Rica,18,2004,1.1,0,1,0,0.0,0.87,0.0,0.0,28.6,0.0,0,0,0.0,0.0,0.04,0.0,0.0,
Jhegson Méndez,MF,Ecuador,25,1997,2.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Joachim Andersen,DF,Denmark,26,1996,3.0,0,4,1,25.0,1.33,0.33,0.0,18.1,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,0.0
Joakim Mæhle,DF,Denmark,25,1997,2.8,0,2,0,0.0,0.72,0.0,0.0,28.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0,
Joe Allen,MF,Wales,32,1990,1.0,0,2,0,0.0,1.91,0.0,0.0,24.3,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,
Joe Morrell,MF,Wales,25,1997,0.4,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Joe Rodon,DF,Wales,25,1997,3.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Joel Campbell,FW,Costa Rica,30,1992,3.0,0,1,0,0.0,0.33,0.0,0.0,21.1,0.0,0,0,0.0,0.0,0.01,0.0,0.0,
Johan Venegas,FW,Costa Rica,34,1988,0.8,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
John Stones,DF,England,28,1994,4.8,0,4,1,25.0,0.83,0.21,0.0,9.6,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,0.0
Jonas Hofmann,FW,Germany,30,1992,0.3,0,1,1,100.0,3.0,3.0,0.0,11.5,0.0,0,0,0.3,0.3,0.27,-0.3,-0.3,0.0
Jonathan David,FW,Canada,22,2000,2.1,0,8,1,12.5,3.75,0.47,0.0,14.1,0.0,0,0,1.0,0.7,0.09,-1.0,-0.7,0.0
Jonathan Osorio,MF,Canada,30,1992,1.3,0,1,0,0.0,0.76,0.0,0.0,23.7,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,
Jordan Ayew,FW,Ghana,31,1991,1.5,0,1,1,100.0,0.66,0.66,0.0,21.2,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,0.0
Jordan Henderson,MF,England,32,1990,3.0,1,2,1,50.0,0.66,0.33,0.5,18.5,0.0,0,0,0.2,0.2,0.08,0.8,0.8,1.0
Jordan Morris,FW,United States,28,1994,0.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Jordan Pickford,GK,England,28,1994,5.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Jordan Veretout,MF,France,29,1993,0.7,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Jordi Alba,DF,Spain,33,1989,2.9,0,2,0,0.0,0.68,0.0,0.0,26.6,0.0,0,0,0.0,0.0,0.02,0.0,0.0,
Jorge Eduardo Sánchez,DF,Mexico,25,1997,1.9,0,1,1,100.0,0.51,0.51,0.0,18.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,0.0
Josh Sargent,FW,United States,22,2000,1.7,0,4,1,25.0,2.29,0.57,0.0,14.0,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,0.0
Joshua Kimmich,MF,Germany,27,1995,3.0,0,7,4,57.1,2.33,1.33,0.0,25.9,1.0,0,0,0.4,0.4,0.05,-0.4,-0.4,0.0
Josip Juranovič,DF,Croatia,27,1995,6.7,0,1,0,0.0,0.15,0.0,0.0,18.1,0.0,0,0,0.0,0.0,0.03,0.0,0.0,
Josip Stanišič,DF,Croatia,22,2000,1.0,0,1,0,0.0,1.0,0.0,0.0,28.6,0.0,0,0,0.0,0.0,0.02,0.0,0.0,
Josip Å utalo,DF,Croatia,22,2000,1.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
José Cifuentes,MF,Ecuador,23,1999,0.7,0,1,1,100.0,1.53,1.53,0.0,29.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0,0.0
José María Giménez,DF,Uruguay,27,1995,3.0,0,3,0,0.0,1.0,0.0,0.0,13.2,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,
João Cancelo,DF,Portugal,28,1994,3.4,0,2,1,50.0,0.58,0.29,0.0,15.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0,0.0
João Félix,FW,Portugal,23,1999,3.7,1,11,3,27.3,2.99,0.82,0.09,18.6,0.0,0,0,0.9,0.9,0.08,0.1,0.1,0.33
João Mário,FW,Portugal,29,1993,0.9,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
João Palhinha,MF,Portugal,27,1995,0.4,0,1,0,0.0,2.37,0.0,0.0,33.2,0.0,0,0,0.0,0.0,0.03,0.0,0.0,
Joško Gvardiol,DF,Croatia,20,2002,7.7,1,2,1,50.0,0.26,0.13,0.5,16.8,0.0,0,0,0.1,0.1,0.07,0.9,0.9,1.0
Juan Foyth,DF,Argentina,24,1998,0.1,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Juan Pablo Vargas,DF,Costa Rica,27,1995,1.0,1,2,2,100.0,2.0,2.0,0.5,3.9,0.0,0,0,0.5,0.5,0.27,0.5,0.5,0.5
Jude Bellingham,MF,England,19,2003,4.6,1,5,3,60.0,1.09,0.65,0.2,12.4,0.0,0,0,0.6,0.6,0.11,0.4,0.4,0.33
Jules Koundé,DF,France,24,1998,5.3,0,4,1,25.0,0.75,0.19,0.0,19.9,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,0.0
Julián Álvarez,FW,Argentina,22,2000,5.2,4,11,8,72.7,2.13,1.55,0.36,12.2,0.0,0,0,2.6,2.6,0.24,1.4,1.4,0.5
Jung Woo-young,MF,Korea Republic,33,1989,3.4,0,1,0,0.0,0.3,0.0,0.0,25.1,0.0,0,0,0.0,0.0,0.03,0.0,0.0,
Junior Hoilett,FW,Canada,32,1990,1.8,0,4,0,0.0,2.24,0.0,0.0,24.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,
Junya Ito,MF,Japan,29,1993,3.6,0,2,1,50.0,0.56,0.28,0.0,11.1,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2,0.0
Jurriën Timber,DF,Netherlands,21,2001,4.3,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Kai Havertz,FW,Germany,23,1999,1.1,2,5,3,60.0,4.41,2.65,0.4,13.1,0.0,0,0,1.4,1.4,0.27,0.6,0.6,0.67
Kalidou Koulibaly,DF,Senegal,31,1991,4.0,1,2,1,50.0,0.5,0.25,0.5,7.9,0.0,0,0,0.5,0.5,0.25,0.5,0.5,1.0
Kalvin Phillips,MF,England,27,1995,0.5,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Kamal Miller,DF,Canada,25,1997,3.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Kamaldeen Sulemana,FW,Ghana,20,2002,0.6,0,1,1,100.0,1.55,1.55,0.0,21.8,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,0.0
Kamil Glik,DF,Poland,34,1988,4.0,0,3,0,0.0,0.75,0.0,0.0,11.6,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,
Kamil Grosicki,MF,Poland,34,1988,0.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Kaoru Mitoma,MF,Japan,25,1997,1.8,0,1,1,100.0,0.55,0.55,0.0,21.5,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,0.0
Karim Ansarifard,FW,IR Iran,32,1990,0.4,0,1,0,0.0,2.57,0.0,0.0,21.9,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,
Karim Boudiaf,MF,Qatar,32,1990,2.1,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Karl Toko Ekambi,FW,Cameroon,30,1992,1.8,0,2,1,50.0,1.08,0.54,0.0,15.6,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2,0.0
Karol ÅŚwiderski,FW,Poland,25,1997,0.5,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Kasper Dolberg,FW,Denmark,25,1997,1.3,0,3,1,33.3,2.37,0.79,0.0,8.6,0.0,0,0,0.4,0.4,0.13,-0.4,-0.4,0.0
Kasper Schmeichel,GK,Denmark,36,1986,3.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Keanu Baccus,MF,Australia,24,1998,1.3,0,1,0,0.0,0.79,0.0,0.0,23.9,0.0,0,0,0.0,0.0,0.05,0.0,0.0,
Kellyn Acosta,MF,United States,27,1995,0.5,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Kendall Waston,DF,Costa Rica,34,1988,2.5,0,1,1,100.0,0.4,0.4,0.0,10.5,0.0,0,0,0.2,0.2,0.15,-0.2,-0.2,0.0
Kenneth Taylor,MF,Netherlands,20,2002,0.1,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Kevin De Bruyne,FW,Belgium,31,1991,3.0,0,7,2,28.6,2.33,0.67,0.0,23.3,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2,0.0
Kevin Rodríguez,FW,Ecuador,22,2000,0.0,0,2,1,50.0,90.0,45.0,0.0,,,0,0,,,,,,0.0
Kevin Álvarez,DF,Mexico,23,1999,0.8,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Keylor Navas,GK,Costa Rica,36,1986,3.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Keysher Fuller,DF,Costa Rica,28,1994,2.8,1,3,2,66.7,1.07,0.71,0.33,15.5,0.0,0,0,0.4,0.4,0.13,0.6,0.6,0.5
Kieffer Moore,FW,Wales,30,1992,2.5,0,6,2,33.3,2.4,0.8,0.0,16.2,0.0,0,0,1.0,1.0,0.17,-1.0,-1.0,0.0
Kieran Trippier,DF,England,32,1990,2.3,0,1,0,0.0,0.44,0.0,0.0,27.2,1.0,0,0,0.0,0.0,0.05,0.0,0.0,
Kim Jin-su,DF,Korea Republic,30,1992,3.5,0,4,0,0.0,1.14,0.0,0.0,11.2,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3,
Kim Min-jae,DF,Korea Republic,26,1996,3.0,0,2,0,0.0,0.67,0.0,0.0,8.2,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,
Kim Moonhwan,DF,Korea Republic,27,1995,4.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Kim Seung-gyu,GK,Korea Republic,32,1990,4.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Kim Young-gwon,DF,Korea Republic,32,1990,3.9,1,2,1,50.0,0.51,0.26,0.5,10.9,0.0,0,0,0.8,0.8,0.38,0.2,0.2,1.0
Kingsley Coman,FW,France,26,1996,1.9,0,1,0,0.0,0.53,0.0,0.0,10.7,0.0,0,0,0.2,0.2,0.16,-0.2,-0.2,
Ko Itakura,DF,Japan,25,1997,3.0,0,3,1,33.3,1.0,0.33,0.0,14.6,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,0.0
Koke,MF,Spain,30,1992,0.6,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Kristijan Jakič,FW,Croatia,25,1997,0.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Krystian Bielik,MF,Poland,24,1998,2.4,0,2,0,0.0,0.83,0.0,0.0,15.8,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2,
Krzysztof Piątek,FW,Poland,27,1995,0.3,0,1,0,0.0,3.21,0.0,0.0,15.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,
Krépin Diatta,FW,Senegal,23,1999,2.0,0,3,1,33.3,1.49,0.5,0.0,16.5,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,0.0
Kudus Mohammed,FW,Ghana,22,2000,2.7,2,8,4,50.0,2.91,1.46,0.25,21.8,0.0,0,0,0.8,0.8,0.1,1.2,1.2,0.5
Kwon Chang-hoon,FW,Korea Republic,28,1994,0.6,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Kwon Kyung-won,DF,Korea Republic,30,1992,1.0,0,1,0,0.0,0.99,0.0,0.0,33.8,0.0,0,0,0.0,0.0,0.02,0.0,0.0,
Kye Rowles,DF,Australia,24,1998,4.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Kyle Walker,DF,England,32,1990,2.6,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Kylian Mbappé,FW,France,23,1998,6.6,8,29,11,37.9,4.36,1.66,0.21,17.1,1.0,2,2,5.2,3.6,0.13,2.8,2.4,0.55
Lautaro Martínez,FW,Argentina,25,1997,2.7,0,14,4,28.6,5.23,1.49,0.0,12.6,0.0,0,0,1.8,1.8,0.13,-1.8,-1.8,0.0
Lawrence Ati-Zigi,GK,Ghana,26,1996,3.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Leander Dendoncker,DF,Belgium,27,1995,1.8,0,1,0,0.0,0.56,0.0,0.0,9.6,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,
Leandro Paredes,MF,Argentina,28,1994,2.5,0,1,1,100.0,0.4,0.4,0.0,30.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,0.0
Leandro Trossard,FW,Belgium,28,1994,1.1,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Lee Jae-sung,MF,Korea Republic,30,1992,2.3,0,1,0,0.0,0.43,0.0,0.0,26.8,0.0,0,0,0.0,0.0,0.02,0.0,0.0,
Lee Kangin,MF,Korea Republic,21,2001,1.6,0,5,1,20.0,3.06,0.61,0.0,25.9,2.0,0,0,0.2,0.2,0.03,-0.2,-0.2,0.0
Leon Goretzka,MF,Germany,27,1995,1.8,0,4,1,25.0,2.26,0.57,0.0,16.7,0.0,0,0,0.5,0.5,0.11,-0.5,-0.5,0.0
Leroy Sané,FW,Germany,26,1996,1.2,0,3,0,0.0,2.43,0.0,0.0,25.4,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,
Liam Millar,DF,Canada,23,1999,0.1,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Lionel Messi,FW,Argentina,35,1987,7.7,7,27,13,48.1,3.52,1.7,0.11,21.0,3.0,4,5,6.6,2.6,0.1,0.4,0.4,0.23
Lisandro Martínez,DF,Argentina,24,1998,3.4,0,1,0,0.0,0.3,0.0,0.0,10.1,0.0,0,0,0.1,0.1,0.12,-0.1,-0.1,
Lovro Majer,MF,Croatia,24,1998,1.4,1,4,2,50.0,2.77,1.38,0.25,23.2,0.0,0,0,0.7,0.7,0.18,0.3,0.3,0.5
Loïs Openda,FW,Belgium,22,2000,0.1,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Lucas Cavallini,FW,Canada,29,1992,0.2,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Lucas Hernández,DF,France,26,1996,0.1,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Lucas Paquetá,MF,Brazil,25,1997,3.5,1,4,4,100.0,1.15,1.15,0.25,11.7,0.0,0,0,0.8,0.8,0.21,0.2,0.2,0.25
Luis Chávez,MF,Mexico,26,1996,3.0,1,10,4,40.0,3.33,1.33,0.1,31.4,4.0,0,0,0.3,0.3,0.03,0.7,0.7,0.25
Luis Suárez,FW,Uruguay,35,1987,1.6,0,2,1,50.0,1.23,0.62,0.0,7.5,0.0,0,0,0.4,0.4,0.21,-0.4,-0.4,0.0
Luka Jovič,FW,Serbia,24,1997,0.4,0,2,0,0.0,5.0,0.0,0.0,17.6,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,
Luka Modrič,MF,Croatia,37,1985,7.3,0,6,4,66.7,0.83,0.55,0.0,21.1,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,0.0
Lukas Klostermann,DF,Germany,26,1996,0.7,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Luke Shaw,DF,England,27,1995,4.7,0,3,1,33.3,0.64,0.21,0.0,23.1,1.0,0,0,0.1,0.1,0.03,-0.1,-0.1,0.0
Luuk de Jong,FW,Netherlands,32,1990,0.6,0,1,0,0.0,1.58,0.0,0.0,13.0,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,
Majid Hosseini,DF,IR Iran,26,1996,3.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Manuel Akanji,DF,Switzerland,27,1995,4.0,1,4,1,25.0,1.0,0.25,0.25,12.3,1.0,0,0,1.1,1.1,0.28,-0.1,-0.1,1.0
Manuel Neuer,GK,Germany,36,1986,3.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Marcelo Brozovič,MF,Croatia,30,1992,6.1,0,4,2,50.0,0.65,0.33,0.0,17.4,0.0,0,0,0.5,0.5,0.13,-0.5,-0.5,0.0
Marco Asensio,FW,Spain,26,1996,2.5,1,10,2,20.0,3.93,0.79,0.1,20.1,0.0,0,0,1.2,1.2,0.12,-0.2,-0.2,0.5
Marcos Acuña,DF,Argentina,31,1991,4.1,0,2,0,0.0,0.48,0.0,0.0,17.9,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,
Marcos Llorente,DF,Spain,27,1995,1.3,0,1,0,0.0,0.75,0.0,0.0,22.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0,
Marcus Rashford,FW,England,25,1997,1.6,3,11,6,54.5,7.07,3.86,0.27,16.6,2.0,0,0,1.6,1.6,0.15,1.4,1.4,0.5
Marcus Thuram,FW,France,25,1997,1.7,0,1,0,0.0,0.6,0.0,0.0,5.4,0.0,0,0,0.2,0.2,0.22,-0.2,-0.2,
Mario Götze,MF,Germany,30,1992,0.4,0,1,1,100.0,2.5,2.5,0.0,14.3,0.0,0,0,0.1,0.1,0.09,-0.1,-0.1,0.0
Mario Pašalič,FW,Croatia,27,1995,3.0,0,3,0,0.0,1.0,0.0,0.0,7.8,0.0,0,0,0.3,0.3,0.09,-0.3,-0.3,
Mark-Anthony Kaye,MF,Canada,28,1994,0.7,0,1,0,0.0,1.53,0.0,0.0,25.5,0.0,0,0,0.0,0.0,0.04,0.0,0.0,
Marko Grujič,MF,Serbia,26,1996,0.1,0,1,1,100.0,6.92,6.92,0.0,29.6,0.0,0,0,0.0,0.0,0.04,0.0,0.0,0.0
Marko Livaja,FW,Croatia,29,1993,2.7,1,6,4,66.7,2.24,1.49,0.17,15.1,0.0,0,0,0.8,0.8,0.13,0.2,0.2,0.25
Marquinhos,DF,Brazil,28,1994,4.7,0,2,0,0.0,0.42,0.0,0.0,10.4,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,
Marten de Roon,MF,Netherlands,31,1991,2.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Martin Braithwaite,FW,Denmark,31,1991,1.1,0,1,0,0.0,0.87,0.0,0.0,11.5,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,
Martin Hongla,MF,Cameroon,24,1998,1.3,0,1,1,100.0,0.74,0.74,0.0,13.0,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,0.0
Martinelli,FW,Brazil,21,2001,1.3,0,4,3,75.0,3.19,2.39,0.0,13.2,0.0,0,0,0.5,0.5,0.13,-0.5,-0.5,0.0
Martín Cáceres,DF,Uruguay,35,1987,1.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Mason Mount,MF,England,23,1999,2.1,0,4,1,25.0,1.94,0.48,0.0,23.0,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,0.0
Mateo Kovačič,MF,Croatia,28,1994,7.1,0,3,1,33.3,0.43,0.14,0.0,17.0,0.0,0,0,0.3,0.3,0.11,-0.3,-0.3,0.0
Matheus Nunes,MF,Portugal,24,1998,0.8,0,1,0,0.0,1.23,0.0,0.0,30.8,0.0,0,0,0.0,0.0,0.02,0.0,0.0,
Mathew Leckie,MF,Australia,31,1991,3.7,1,1,1,100.0,0.27,0.27,1.0,13.6,0.0,0,0,0.1,0.1,0.15,0.9,0.9,1.0
Mathew Ryan,GK,Australia,30,1992,4.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Mathias Jensen,MF,Denmark,26,1996,0.9,0,2,1,50.0,2.14,1.07,0.0,17.9,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,0.0
Mathías Olivera,DF,Uruguay,25,1997,2.8,0,2,0,0.0,0.71,0.0,0.0,16.9,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,
Matt Turner,GK,United States,28,1994,4.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Matthias Ginter,DF,Germany,28,1994,0.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Matthijs de Ligt,DF,Netherlands,23,1999,1.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Matty Cash,DF,Poland,25,1997,4.0,0,1,0,0.0,0.25,0.0,0.0,24.2,0.0,0,0,0.0,0.0,0.04,0.0,0.0,
Mattéo Guendouzi,FW,France,23,1999,0.9,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Matías Vecino,MF,Uruguay,31,1991,2.2,0,1,1,100.0,0.46,0.46,0.0,10.1,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1,0.0
Matías Viña,DF,Uruguay,25,1997,0.2,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Maxi Gómez,FW,Uruguay,26,1996,0.3,0,2,1,50.0,6.0,3.0,0.0,26.1,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,0.0
Maya Yoshida,DF,Japan,34,1988,4.3,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Mehdi Taremi,FW,IR Iran,30,1992,3.0,2,5,1,20.0,1.67,0.33,0.2,16.0,0.0,1,1,1.3,0.6,0.11,0.7,0.4,1.0
Mehdi Torabi,MF,IR Iran,28,1994,0.7,0,2,0,0.0,2.9,0.0,0.0,19.6,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,
Memphis,FW,Netherlands,28,1994,3.3,1,10,5,50.0,3.03,1.52,0.1,15.0,0.0,0,0,1.5,1.5,0.15,-0.5,-0.5,0.2
Meshaal Barsham,GK,Qatar,24,1998,2.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Michael Estrada,FW,Ecuador,26,1996,2.5,0,3,0,0.0,1.2,0.0,0.0,13.0,0.0,0,0,0.3,0.3,0.1,-0.3,-0.3,
Michał Skóraś,MF,Poland,22,2000,0.5,0,1,0,0.0,2.0,0.0,0.0,22.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0,
Michel Aebischer,MF,Switzerland,25,1997,0.2,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Michy Batshuayi,FW,Belgium,29,1993,1.7,1,6,2,33.3,3.58,1.19,0.17,15.4,0.0,0,0,0.8,0.8,0.13,0.2,0.2,0.5
Miki Yamane,DF,Japan,28,1993,0.7,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Mikkel Damsgaard,MF,Denmark,22,2000,1.7,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Milad Mohammadi,DF,IR Iran,29,1993,2.2,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Milan Borjan,GK,Canada,35,1987,3.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Miloš Degenek,DF,Australia,28,1994,2.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Miloš Veljkovič,DF,Serbia,27,1995,2.5,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Mislav Oršič,FW,Croatia,29,1992,1.8,1,9,2,22.2,5.0,1.11,0.11,22.5,0.0,0,0,0.4,0.4,0.04,0.6,0.6,0.5
Mitchell Duke,FW,Australia,31,1991,3.0,1,7,4,57.1,2.33,1.33,0.14,17.6,0.0,0,0,0.4,0.4,0.05,0.6,0.6,0.25
Mohamed Ali Ben Romdhane,MF,Tunisia,23,1999,0.8,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Mohamed Dräger,DF,Tunisia,26,1996,1.5,0,4,0,0.0,2.73,0.0,0.0,25.8,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,
Mohamed Kanno,MF,Saudi Arabia,28,1994,3.0,0,6,1,16.7,2.0,0.33,0.0,20.3,1.0,0,0,0.3,0.3,0.05,-0.3,-0.3,0.0
Mohammed Al-Breik,DF,Saudi Arabia,30,1992,0.7,0,2,1,50.0,2.77,1.38,0.0,20.4,0.0,0,0,0.4,0.0,0.01,-0.4,0.0,0.0
